Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Profit
1028,20/11/2023,Alice,East,"$4,956.05",5,Food,$734.92,$991.21,Returning,0.21,Credit Card,Online,East-Alice,"$1,281.45"
1044,28/11/2023,Charlie,West,"$23,041.44",6,Electronics,"$3,703.93","$3,840.24",New,0.07,Credit Card,Online,West-Charlie,$817.86
1084,22/06/2023,Eve,North,"$227,636.36",49,Furniture,"$4,291.97","$4,645.64",Returning,0.26,Credit Card,Online,North-Eve,"$17,329.83"
1030,10/05/2023,Bob,South,"$202,688.24",43,Clothing,"$4,696.64","$4,713.68",Returning,0.24,Bank Transfer,Online,South-Bob,$732.72
1062,05/04/2023,Bob,North,"$121,029.60",48,Food,"$2,487.19","$2,521.45",New,0.29,Cash,Online,North-Bob,"$1,644.48"
1075,25/04/2023,David,West,"$168,211.12",44,Furniture,"$3,519.29","$3,822.98",Returning,0.27,Bank Transfer,Online,West-David,"$13,362.36"
1092,31/08/2023,Eve,South,"$209,732.80",47,Food,"$4,284.98","$4,462.40",New,0.28,Credit Card,Retail,South-Eve,"$8,338.74"
1089,19/10/2023,Eve,West,"$59,746.41",23,Food,"$2,120.54","$2,597.67",Returning,0.26,Credit Card,Retail,West-Eve,"$10,973.99"
1062,09/10/2023,Bob,East,"$8,136.60",4,Electronics,"$1,581.59","$2,034.15",Returning,0.21,Cash,Online,East-Bob,"$1,810.24"
1097,26/10/2023,Alice,East,"$136,255.77",27,Electronics,"$4,686.79","$5,046.51",Returning,0.05,Credit Card,Retail,East-Alice,"$9,712.44"
1001,10/10/2023,David,West,"$54,242.82",18,Furniture,"$2,602.60","$3,013.49",Returning,0.08,Bank Transfer,Online,West-David,"$7,396.02"
1027,10/03/2023,Eve,South,"$59,816.40",21,Food,"$2,511.41","$2,848.40",Returning,0.06,Bank Transfer,Online,South-Eve,"$7,076.79"
1062,28/05/2023,Bob,South,"$28,131.60",28,Electronics,$933.16,"$1,004.70",Returning,0.18,Bank Transfer,Online,South-Bob,"$2,003.12"
1077,11/01/2023,Eve,North,"$33,967.15",35,Electronics,$585.37,$970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,"$13,479.20"
1003,11/09/2023,David,East,"$95,291.24",22,Food,"$4,218.43","$4,331.42",New,0.26,Bank Transfer,Online,East-David,"$2,485.78"
1070,26/11/2023,David,North,"$130,338.00",40,Furniture,"$3,089.96","$3,258.45",New,0.29,Cash,Online,North-David,"$6,739.60"
1072,26/12/2023,Charlie,North,"$47,707.75",23,Furniture,"$1,662.83","$2,074.25",New,0.12,Bank Transfer,Online,North-Charlie,"$9,462.66"
1027,07/02/2023,Bob,West,"$3,815.97",3,Food,$999.09,"$1,271.99",New,0.15,Credit Card,Online,West-Bob,$818.70
1009,14/05/2023,David,West,"$129,243.20",40,Furniture,"$2,799.71","$3,231.08",Returning,0.29,Credit Card,Retail,West-David,"$17,254.80"
1062,19/07/2023,Charlie,North,"$30,547.90",10,Electronics,"$2,940.40","$3,054.79",Returning,0.08,Credit Card,Online,North-Charlie,"$1,143.90"
1037,23/01/2023,Charlie,East,"$34,560.75",25,Food,"$1,074.62","$1,382.43",Returning,0.24,Credit Card,Retail,East-Charlie,"$7,695.25"
1097,30/10/2023,Eve,West,"$211,460.48",49,Electronics,"$4,264.46","$4,315.52",New,0.07,Cash,Retail,West-Eve,"$2,501.94"
1051,12/12/2023,Eve,North,"$6,337.68",8,Clothing,$467.11,$792.21,New,0.20,Credit Card,Online,North-Eve,"$2,600.80"
1044,29/10/2023,Charlie,North,"$24,159.30",11,Clothing,"$1,812.66","$2,196.30",New,0.08,Cash,Online,North-Charlie,"$4,220.04"
1024,29/12/2023,Eve,North,"$18,572.60",5,Furniture,"$3,417.90","$3,714.52",Returning,0.27,Credit Card,Retail,North-Eve,"$1,483.10"
1079,06/08/2023,David,North,"$69,630.75",45,Clothing,"$1,406.90","$1,547.35",New,0.17,Cash,Retail,North-David,"$6,320.25"
1059,21/05/2023,Alice,North,"$154,376.95",37,Electronics,"$4,146.99","$4,172.35",Returning,0.06,Cash,Retail,North-Alice,$938.32
1032,14/04/2023,David,North,"$170,139.60",45,Clothing,"$3,712.35","$3,780.88",New,0.07,Cash,Retail,North-David,"$3,083.85"
1096,29/07/2023,Charlie,West,"$162,282.42",38,Electronics,"$3,955.66","$4,270.59",Returning,0.15,Credit Card,Online,West-Charlie,"$11,967.34"
1088,21/04/2023,Charlie,East,"$32,116.05",29,Furniture,$639.58,"$1,107.45",New,0.29,Cash,Retail,East-Charlie,"$13,568.23"
1052,14/04/2023,David,North,"$4,284.55",5,Furniture,$745.71,$856.91,Returning,0.23,Bank Transfer,Retail,North-David,$556.00
1062,12/11/2023,Eve,South,"$16,543.89",9,Electronics,"$1,468.05","$1,838.21",New,0.15,Bank Transfer,Retail,South-Eve,"$3,331.44"
1058,20/06/2023,Eve,West,"$146,353.92",48,Clothing,"$2,614.48","$3,049.04",New,0.10,Credit Card,Retail,West-Eve,"$20,858.88"
1052,22/12/2023,Charlie,West,"$8,035.82",2,Furniture,"$3,752.68","$4,017.91",Returning,0.16,Bank Transfer,Online,West-Charlie,$530.46
1012,20/11/2023,Bob,North,"$4,528.77",1,Food,"$4,190.83","$4,528.77",Returning,0.22,Bank Transfer,Online,North-Bob,$337.94
1039,13/05/2023,Eve,West,"$157,832.80",40,Furniture,"$3,536.46","$3,945.82",New,0.24,Bank Transfer,Online,West-Eve,"$16,374.40"
1002,20/10/2023,David,North,"$143,528.40",30,Clothing,"$4,646.55","$4,784.28",Returning,0.10,Credit Card,Retail,North-David,"$4,131.90"
1003,24/11/2023,Eve,East,"$42,484.86",11,Food,"$3,706.78","$3,862.26",New,0.22,Credit Card,Retail,East-Eve,"$1,710.28"
1056,07/05/2023,David,East,"$44,137.52",28,Clothing,"$1,566.03","$1,576.34",Returning,0.20,Bank Transfer,Online,East-David,$288.68
1081,16/04/2023,Charlie,West,"$81,139.08",44,Electronics,"$1,362.15","$1,844.07",New,0.29,Credit Card,Online,West-Charlie,"$21,204.48"
1059,02/04/2023,Eve,West,"$47,469.00",12,Food,"$3,496.15","$3,955.75",Returning,0.28,Cash,Retail,West-Eve,"$5,515.20"
1002,14/10/2023,David,South,"$54,184.65",39,Clothing,"$1,004.71","$1,389.35",New,0.24,Bank Transfer,Online,South-David,"$15,000.96"
1002,20/02/2023,Charlie,West,"$14,499.94",26,Food,$508.94,$557.69,New,0.22,Credit Card,Retail,West-Charlie,"$1,267.50"
1092,29/01/2023,Bob,South,"$37,879.14",13,Clothing,"$2,684.50","$2,913.78",New,0.08,Credit Card,Retail,South-Bob,"$2,980.64"
1054,23/10/2023,David,East,"$33,416.48",8,Food,"$4,117.13","$4,177.06",Returning,0.25,Bank Transfer,Retail,East-David,$479.44
1087,24/10/2023,Bob,East,"$15,949.64",28,Clothing,$551.83,$569.63,New,0.13,Credit Card,Retail,East-Bob,$498.40
1096,02/08/2023,Bob,North,"$128,453.70",30,Electronics,"$3,969.86","$4,281.79",Returning,0.08,Bank Transfer,Retail,North-Bob,"$9,357.90"
1097,24/09/2023,Alice,East,"$40,932.81",9,Food,"$4,067.28","$4,548.09",Returning,0.12,Credit Card,Retail,East-Alice,"$4,327.29"
1001,14/09/2023,Eve,South,"$112,697.13",39,Food,"$2,437.26","$2,889.67",Returning,0.25,Cash,Online,South-Eve,"$17,643.99"
1019,29/10/2023,David,West,"$21,238.10",31,Food,$333.69,$685.10,New,0.04,Bank Transfer,Online,West-David,"$10,893.71"
1002,11/04/2023,Bob,North,"$20,402.97",21,Food,$914.22,$971.57,Returning,0.14,Cash,Online,North-Bob,"$1,204.35"
1053,12/12/2023,Alice,South,"$173,716.70",47,Electronics,"$3,551.76","$3,696.10",Returning,0.15,Bank Transfer,Retail,South-Alice,"$6,783.98"
1044,20/04/2023,Charlie,West,"$127,164.42",34,Food,"$3,573.30","$3,740.13",Returning,0.01,Credit Card,Online,West-Charlie,"$5,672.22"
1090,01/07/2023,David,North,"$151,304.80",31,Furniture,"$4,496.86","$4,880.80",New,0.06,Cash,Retail,North-David,"$11,902.14"
1032,09/11/2023,Bob,East,"$83,435.00",25,Electronics,"$2,934.30","$3,337.40",Returning,0.25,Credit Card,Retail,East-Bob,"$10,077.50"
1070,01/01/2023,Eve,South,"$10,356.36",12,Furniture,$664.33,$863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,"$2,384.40"
1032,15/11/2023,Alice,West,$865.76,1,Food,$651.00,$865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,$214.76
1068,24/02/2023,Bob,North,"$80,331.24",22,Clothing,"$3,619.61","$3,651.42",Returning,0.26,Bank Transfer,Online,North-Bob,$699.82
1055,29/05/2023,Eve,North,"$44,456.40",40,Furniture,$959.73,"$1,111.41",New,0.23,Bank Transfer,Online,North-Eve,"$6,067.20"
1075,05/11/2023,Bob,East,"$70,545.68",37,Food,"$1,675.51","$1,906.64",New,0.13,Bank Transfer,Online,East-Bob,"$8,551.81"
1056,17/05/2023,David,West,"$118,863.94",47,Furniture,"$2,461.70","$2,529.02",Returning,0.22,Cash,Retail,West-David,"$3,164.04"
1017,21/07/2023,David,East,$404.69,1,Food,$172.59,$404.69,Returning,0.29,Bank Transfer,Online,East-David,$232.10
1038,09/11/2023,David,East,"$1,709.71",1,Food,"$1,281.65","$1,709.71",Returning,0.14,Credit Card,Online,East-David,$428.06
1024,27/04/2023,Alice,West,"$99,283.80",42,Food,"$2,069.05","$2,363.90",Returning,0.07,Cash,Online,West-Alice,"$12,383.70"
1069,03/06/2023,David,West,"$62,280.96",42,Clothing,"$1,434.20","$1,482.88",New,0.28,Credit Card,Retail,West-David,"$2,044.56"
1098,18/10/2023,Eve,West,"$17,407.95",21,Furniture,$725.03,$828.95,New,0.18,Bank Transfer,Online,West-Eve,"$2,182.32"
1070,04/03/2023,Bob,South,"$58,442.85",15,Electronics,"$3,653.66","$3,896.19",New,0.03,Credit Card,Retail,South-Bob,"$3,637.95"
1086,01/09/2023,Charlie,West,"$72,457.57",17,Electronics,"$4,075.08","$4,262.21",New,0.17,Cash,Online,West-Charlie,"$3,181.21"
1011,25/01/2023,Eve,North,"$33,226.60",22,Electronics,"$1,324.52","$1,510.30",Returning,0.15,Cash,Retail,North-Eve,"$4,087.16"
1016,31/03/2023,Eve,East,"$157,803.36",38,Electronics,"$3,883.38","$4,152.72",Returning,0.26,Cash,Online,East-Eve,"$10,234.92"
1097,16/03/2023,David,South,"$78,919.40",35,Food,"$1,958.49","$2,254.84",New,0.16,Credit Card,Online,South-David,"$10,372.25"
1073,21/10/2023,Alice,West,"$133,134.75",45,Furniture,"$2,558.09","$2,958.55",New,0.08,Cash,Online,West-Alice,"$18,020.70"
1059,29/07/2023,Bob,South,"$71,428.48",16,Furniture,"$4,287.21","$4,464.28",Returning,0.20,Credit Card,Retail,South-Bob,"$2,833.12"
1070,13/12/2023,Alice,West,"$33,335.60",8,Clothing,"$3,762.27","$4,166.95",Returning,0.16,Bank Transfer,Online,West-Alice,"$3,237.44"
1080,17/01/2023,Bob,South,"$197,928.75",47,Furniture,"$4,035.33","$4,211.25",Returning,0.07,Bank Transfer,Online,South-Bob,"$8,268.24"
1093,08/05/2023,Bob,East,"$12,997.18",17,Furniture,$727.38,$764.54,Returning,0.17,Credit Card,Retail,East-Bob,$631.72
1003,30/12/2023,Alice,East,"$11,503.22",17,Furniture,$395.11,$676.66,Returning,0.25,Cash,Retail,East-Alice,"$4,786.35"
1020,08/09/2023,Eve,North,"$124,030.92",26,Clothing,"$4,472.35","$4,770.42",New,0.01,Credit Card,Retail,North-Eve,"$7,749.82"
1059,28/06/2023,Bob,North,"$31,690.10",13,Electronics,"$1,969.78","$2,437.70",New,0.19,Credit Card,Retail,North-Bob,"$6,082.96"
1036,01/07/2023,Alice,West,"$31,293.09",17,Furniture,"$1,475.00","$1,840.77",Returning,0.10,Credit Card,Online,West-Alice,"$6,218.09"
1019,01/06/2023,Bob,East,"$155,684.48",38,Clothing,"$3,637.25","$4,096.96",Returning,0.09,Bank Transfer,Online,East-Bob,"$17,468.98"
1090,25/01/2023,Charlie,South,"$78,970.95",17,Clothing,"$4,190.26","$4,645.35",New,0.12,Credit Card,Retail,South-Charlie,"$7,736.53"
1067,29/06/2023,Eve,South,"$222,026.88",48,Food,"$4,319.32","$4,625.56",Returning,0.10,Bank Transfer,Online,South-Eve,"$14,699.52"
1019,17/07/2023,David,South,"$26,359.06",14,Clothing,"$1,614.19","$1,882.79",New,0.25,Credit Card,Retail,South-David,"$3,760.40"
1020,10/12/2023,Bob,North,"$204,822.00",45,Electronics,"$4,268.45","$4,551.60",New,0.08,Bank Transfer,Online,North-Bob,"$12,741.75"
1096,10/06/2023,Charlie,South,"$4,452.00",6,Furniture,$252.62,$742.00,New,0.22,Credit Card,Retail,South-Charlie,"$2,936.28"
1071,26/06/2023,David,North,"$23,963.45",35,Clothing,$295.82,$684.67,New,0.03,Credit Card,Online,North-David,"$13,609.75"
1052,12/10/2023,David,North,"$147,130.54",46,Electronics,"$3,136.42","$3,198.49",Returning,0.29,Cash,Retail,North-David,"$2,855.22"
1033,04/03/2023,Bob,West,"$10,553.34",14,Clothing,$362.38,$753.81,Returning,0.19,Cash,Retail,West-Bob,"$5,480.02"
1040,30/05/2023,Alice,South,"$82,267.86",47,Clothing,"$1,656.82","$1,750.38",New,0.21,Credit Card,Online,South-Alice,"$4,397.32"
1039,03/06/2023,Bob,South,"$28,874.72",8,Clothing,"$3,380.14","$3,609.34",Returning,0.09,Credit Card,Online,South-Bob,"$1,833.60"
1082,05/06/2023,Charlie,East,"$27,489.00",15,Clothing,"$1,719.47","$1,832.60",Returning,0.12,Credit Card,Online,East-Charlie,"$1,696.95"
1001,18/02/2023,David,West,"$34,746.84",27,Clothing,$939.02,"$1,286.92",Returning,0.07,Credit Card,Retail,West-David,"$9,393.30"
1011,03/12/2023,Bob,East,"$24,473.41",13,Electronics,"$1,442.69","$1,882.57",Returning,0.28,Cash,Online,East-Bob,"$5,718.44"
1092,25/03/2023,Alice,West,"$120,896.72",49,Furniture,"$2,315.00","$2,467.28",New,0.15,Bank Transfer,Retail,West-Alice,"$7,461.72"
1057,27/12/2023,Bob,South,"$76,053.85",31,Furniture,"$2,403.16","$2,453.35",Returning,0.19,Credit Card,Online,South-Bob,"$1,555.89"
1089,26/06/2023,Eve,North,"$142,873.85",35,Furniture,"$3,925.85","$4,082.11",New,0.22,Cash,Online,North-Eve,"$5,469.10"
1050,28/05/2023,Alice,North,"$24,616.32",6,Furniture,"$3,763.26","$4,102.72",New,0.11,Credit Card,Retail,North-Alice,"$2,036.76"
1023,28/04/2023,Charlie,North,"$12,411.70",5,Electronics,"$2,311.25","$2,482.34",Returning,0.22,Credit Card,Retail,North-Charlie,$855.45
1031,08/12/2023,David,North,"$96,411.04",22,Food,"$4,236.05","$4,382.32",New,0.20,Bank Transfer,Online,North-David,"$3,217.94"
1094,04/03/2023,Bob,North,"$35,076.16",49,Food,$615.47,$715.84,Returning,0.21,Credit Card,Retail,North-Bob,"$4,918.13"
1042,08/07/2023,Alice,East,"$36,058.94",23,Electronics,"$1,314.00","$1,567.78",Returning,0.15,Credit Card,Retail,East-Alice,"$5,836.94"
1099,26/12/2023,Eve,West,"$107,342.25",25,Electronics,"$4,148.48","$4,293.69",New,0.11,Bank Transfer,Online,West-Eve,"$3,630.25"
1007,18/02/2023,Alice,South,"$77,835.18",34,Clothing,"$1,921.07","$2,289.27",Returning,0.07,Bank Transfer,Retail,South-Alice,"$12,518.80"
1016,23/11/2023,Eve,East,"$128,814.14",26,Clothing,"$4,906.85","$4,954.39",New,0.25,Bank Transfer,Online,East-Eve,"$1,236.04"
1090,14/09/2023,Charlie,West,"$126,586.51",47,Clothing,"$2,357.95","$2,693.33",New,0.18,Bank Transfer,Online,West-Charlie,"$15,762.86"
1060,12/08/2023,David,North,"$20,482.40",5,Furniture,"$3,970.08","$4,096.48",Returning,0.13,Cash,Retail,North-David,$632.00
1002,21/05/2023,Charlie,West,"$59,570.42",26,Clothing,"$2,041.42","$2,291.17",Returning,0.28,Cash,Online,West-Charlie,"$6,493.50"
1001,03/08/2023,Bob,West,"$46,074.00",20,Food,"$2,153.52","$2,303.70",Returning,0.01,Cash,Retail,West-Bob,"$3,003.60"
1048,30/07/2023,Alice,North,"$13,856.58",6,Furniture,"$1,945.27","$2,309.43",New,0.26,Credit Card,Online,North-Alice,"$2,184.96"
1012,14/11/2023,Eve,North,"$24,495.72",6,Clothing,"$3,609.42","$4,082.62",Returning,0.30,Bank Transfer,Retail,North-Eve,"$2,839.20"
1069,01/02/2023,Eve,North,"$57,952.44",18,Furniture,"$2,760.21","$3,219.58",New,0.27,Bank Transfer,Retail,North-Eve,"$8,268.66"
1037,07/06/2023,Alice,South,"$20,070.32",4,Food,"$4,721.70","$5,017.58",New,0.24,Cash,Retail,South-Alice,"$1,183.52"
1032,12/10/2023,Alice,North,"$25,986.03",17,Clothing,"$1,291.91","$1,528.59",Returning,0.11,Credit Card,Retail,North-Alice,"$4,023.56"
1009,01/11/2023,Bob,South,"$13,422.64",14,Food,$547.79,$958.76,Returning,0.07,Credit Card,Retail,South-Bob,"$5,753.58"
1099,13/10/2023,Charlie,North,"$32,780.58",14,Food,"$1,996.64","$2,341.47",Returning,0.22,Credit Card,Online,North-Charlie,"$4,827.62"
1019,24/05/2023,Eve,South,"$41,634.84",13,Food,"$3,102.73","$3,202.68",New,0.09,Cash,Online,South-Eve,"$1,299.35"
1048,19/01/2023,Bob,West,"$33,062.40",7,Clothing,"$4,310.95","$4,723.20",Returning,0.05,Credit Card,Retail,West-Bob,"$2,885.75"
1080,18/01/2023,Charlie,East,"$87,288.08",44,Electronics,"$1,763.67","$1,983.82",New,0.24,Credit Card,Online,East-Charlie,"$9,686.60"
1003,14/09/2023,Bob,West,"$50,832.60",15,Clothing,"$3,286.24","$3,388.84",Returning,0.09,Credit Card,Retail,West-Bob,"$1,539.00"
1020,19/03/2023,Eve,West,"$36,699.64",19,Food,"$1,783.48","$1,931.56",Returning,0.27,Bank Transfer,Retail,West-Eve,"$2,813.52"
1024,24/06/2023,Alice,North,"$139,592.19",43,Clothing,"$3,105.24","$3,246.33",New,0.25,Cash,Online,North-Alice,"$6,066.87"
1054,13/07/2023,Alice,South,"$220,627.87",47,Food,"$4,429.80","$4,694.21",New,0.25,Bank Transfer,Online,South-Alice,"$12,427.27"
1033,23/04/2023,Charlie,East,"$58,082.64",44,Electronics,"$1,195.22","$1,320.06",Returning,0.23,Bank Transfer,Retail,East-Charlie,"$5,492.96"
1024,24/04/2023,David,North,"$74,254.25",35,Furniture,"$2,051.00","$2,121.55",Returning,0.26,Cash,Retail,North-David,"$2,469.25"
1075,10/08/2023,Charlie,North,"$85,633.59",17,Electronics,"$4,966.66","$5,037.27",Returning,0.24,Bank Transfer,Retail,North-Charlie,"$1,200.37"
1072,15/06/2023,David,North,"$162,580.95",35,Electronics,"$4,349.36","$4,645.17",Returning,0.18,Credit Card,Retail,North-David,"$10,353.35"
1036,15/11/2023,Bob,West,"$61,085.00",19,Furniture,"$2,844.97","$3,215.00",Returning,0.09,Credit Card,Retail,West-Bob,"$7,030.57"
1038,12/05/2023,Bob,South,"$55,497.20",20,Clothing,"$2,607.31","$2,774.86",New,0.27,Credit Card,Retail,South-Bob,"$3,351.00"
1084,21/09/2023,Eve,South,"$53,487.00",36,Furniture,"$1,458.77","$1,485.75",New,0.25,Credit Card,Online,South-Eve,$971.28
1099,24/02/2023,David,East,"$93,888.55",35,Clothing,"$2,610.19","$2,682.53",New,0.14,Cash,Retail,East-David,"$2,531.90"
1089,25/12/2023,Eve,South,"$150,614.40",32,Clothing,"$4,248.50","$4,706.70",New,0.01,Bank Transfer,Retail,South-Eve,"$14,662.40"
1099,11/05/2023,Alice,South,"$177,285.60",48,Food,"$3,441.61","$3,693.45",Returning,0.19,Bank Transfer,Online,South-Alice,"$12,088.32"
1025,15/10/2023,David,North,"$75,590.68",44,Food,"$1,485.72","$1,717.97",New,0.02,Credit Card,Retail,North-David,"$10,219.00"
1093,23/09/2023,Charlie,North,"$43,035.60",40,Furniture,"$1,047.25","$1,075.89",New,0.28,Credit Card,Retail,North-Charlie,"$1,145.60"
1018,01/01/2024,Alice,West,"$41,515.44",24,Electronics,"$1,362.78","$1,729.81",New,0.29,Bank Transfer,Online,West-Alice,"$8,808.72"
1082,11/06/2023,Alice,North,"$19,704.02",17,Furniture,$890.31,"$1,159.06",Returning,0.06,Cash,Retail,North-Alice,"$4,568.75"
1066,28/03/2023,Charlie,North,"$4,427.08",7,Clothing,$523.42,$632.44,New,0.20,Bank Transfer,Online,North-Charlie,$763.14
1054,24/02/2023,Alice,North,"$94,112.38",43,Food,"$2,124.72","$2,188.66",Returning,0.03,Credit Card,Retail,North-Alice,"$2,749.42"
1035,15/10/2023,David,North,$808.69,1,Furniture,$610.83,$808.69,New,0.22,Credit Card,Online,North-David,$197.86
1080,27/06/2023,Eve,West,"$46,241.30",35,Furniture,$900.97,"$1,321.18",Returning,0.10,Cash,Online,West-Eve,"$14,707.35"
1061,15/12/2023,Alice,North,"$102,184.00",32,Food,"$2,759.26","$3,193.25",New,0.20,Bank Transfer,Online,North-Alice,"$13,887.68"
1041,08/01/2023,David,East,"$42,125.76",36,Food,$864.77,"$1,170.16",Returning,0.11,Cash,Retail,East-David,"$10,994.04"
1100,17/11/2023,Bob,East,"$9,524.97",13,Food,$366.20,$732.69,New,0.04,Cash,Retail,East-Bob,"$4,764.37"
1033,09/11/2023,David,East,"$10,125.00",6,Clothing,"$1,621.07","$1,687.50",Returning,0.12,Credit Card,Online,East-David,$398.58
1068,04/09/2023,Eve,East,"$20,142.64",14,Food,"$1,140.58","$1,438.76",Returning,0.03,Bank Transfer,Online,East-Eve,"$4,174.52"
1033,19/11/2023,David,North,"$108,690.09",37,Electronics,"$2,600.76","$2,937.57",New,0.17,Credit Card,Retail,North-David,"$12,461.97"
1014,12/09/2023,Charlie,East,"$31,923.36",48,Furniture,$556.72,$665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,"$5,200.80"
1021,24/11/2023,Eve,North,"$63,188.25",15,Food,"$3,771.27","$4,212.55",Returning,0.16,Credit Card,Retail,North-Eve,"$6,619.20"
1048,23/02/2023,Bob,West,"$218,146.27",47,Food,"$4,535.86","$4,641.41",New,0.27,Credit Card,Retail,West-Bob,"$4,960.85"
1020,06/09/2023,Charlie,East,"$15,574.40",4,Clothing,"$3,730.00","$3,893.60",New,0.25,Bank Transfer,Retail,East-Charlie,$654.40
1008,27/08/2023,David,South,"$120,062.40",40,Clothing,"$2,687.49","$3,001.56",Returning,0.26,Bank Transfer,Online,South-David,"$12,562.80"
1007,17/08/2023,Eve,East,"$74,129.60",16,Furniture,"$4,310.31","$4,633.10",New,0.28,Credit Card,Retail,East-Eve,"$5,164.64"
1067,08/03/2023,Bob,East,"$107,591.40",28,Electronics,"$3,489.85","$3,842.55",New,0.03,Bank Transfer,Online,East-Bob,"$9,875.60"
1017,20/02/2023,Charlie,North,"$2,673.92",16,Furniture,$102.23,$167.12,New,0.04,Credit Card,Retail,North-Charlie,"$1,038.24"
1033,07/04/2023,Bob,East,"$9,707.96",4,Food,"$2,000.75","$2,426.99",Returning,0.17,Bank Transfer,Online,East-Bob,"$1,704.96"
1048,02/04/2023,David,South,"$203,998.95",45,Electronics,"$4,262.21","$4,533.31",Returning,0.27,Credit Card,Online,South-David,"$12,199.50"
1076,21/09/2023,Bob,North,"$52,076.70",26,Electronics,"$1,762.00","$2,002.95",Returning,0.29,Credit Card,Retail,North-Bob,"$6,264.70"
1059,18/10/2023,Alice,North,"$20,021.68",28,Electronics,$224.32,$715.06,Returning,0.01,Credit Card,Online,North-Alice,"$13,740.72"
1086,06/04/2023,Charlie,West,"$131,724.16",32,Electronics,"$3,743.59","$4,116.38",Returning,0.11,Cash,Online,West-Charlie,"$11,929.28"
1022,29/03/2023,Bob,West,"$183,955.95",45,Furniture,"$4,020.09","$4,087.91",Returning,0.06,Bank Transfer,Online,West-Bob,"$3,051.90"
1030,19/03/2023,David,East,"$2,451.28",2,Clothing,$844.94,"$1,225.64",Returning,0.23,Credit Card,Online,East-David,$761.40
1038,15/10/2023,David,West,"$85,761.81",31,Clothing,"$2,709.84","$2,766.51",New,0.19,Cash,Retail,West-David,"$1,756.77"
1051,30/04/2023,Bob,West,"$3,070.92",3,Food,"$1,000.18","$1,023.64",Returning,0.04,Credit Card,Online,West-Bob,$70.38
1054,29/10/2023,David,West,"$30,543.92",8,Clothing,"$3,610.21","$3,817.99",Returning,0.15,Cash,Retail,West-David,"$1,662.24"
1008,14/06/2023,Eve,North,"$45,384.48",24,Clothing,"$1,394.17","$1,891.02",New,0.21,Credit Card,Online,North-Eve,"$11,924.40"
1027,01/07/2023,Eve,North,"$25,664.25",15,Clothing,"$1,615.26","$1,710.95",New,0.23,Credit Card,Retail,North-Eve,"$1,435.35"
1027,11/08/2023,Eve,North,"$196,605.03",43,Clothing,"$4,232.61","$4,572.21",New,0.01,Cash,Retail,North-Eve,"$14,602.80"
1098,07/11/2023,Alice,West,"$77,585.56",31,Food,"$2,407.80","$2,502.76",Returning,0.27,Cash,Retail,West-Alice,"$2,943.76"
1021,07/01/2023,Bob,North,"$33,573.87",9,Furniture,"$3,365.28","$3,730.43",New,0.17,Bank Transfer,Online,North-Bob,"$3,286.35"
1030,26/11/2023,Alice,West,"$89,675.43",39,Electronics,"$2,041.75","$2,299.37",Returning,0.24,Bank Transfer,Retail,West-Alice,"$10,047.18"
1097,20/09/2023,David,North,"$84,074.40",45,Clothing,"$1,525.13","$1,868.32",Returning,0.24,Cash,Retail,North-David,"$15,443.55"
1028,10/06/2023,Alice,North,"$6,511.06",2,Furniture,"$3,146.12","$3,255.53",Returning,0.06,Bank Transfer,Online,North-Alice,$218.82
1064,31/05/2023,David,South,"$9,535.20",8,Clothing,$816.54,"$1,191.90",New,0.03,Cash,Retail,South-David,"$3,002.88"
1097,26/03/2023,David,East,"$16,759.40",7,Clothing,"$1,896.35","$2,394.20",New,0.22,Bank Transfer,Online,East-David,"$3,484.95"
1069,27/05/2023,Charlie,West,"$62,519.60",44,Electronics,"$1,084.73","$1,420.90",Returning,0.05,Credit Card,Online,West-Charlie,"$14,791.48"
1061,22/04/2023,Eve,South,"$146,094.00",39,Electronics,"$3,494.19","$3,746.00",Returning,0.25,Bank Transfer,Retail,South-Eve,"$9,820.59"
1048,05/02/2023,David,North,"$217,819.98",42,Electronics,"$4,723.83","$5,186.19",Returning,0.22,Credit Card,Online,North-David,"$19,419.12"
1019,12/10/2023,Charlie,West,"$79,928.80",16,Clothing,"$4,977.78","$4,995.55",New,0.25,Credit Card,Online,West-Charlie,$284.32
1004,07/07/2023,Eve,North,"$92,628.55",35,Clothing,"$2,278.87","$2,646.53",Returning,0.09,Bank Transfer,Online,North-Eve,"$12,868.10"
1035,23/03/2023,David,East,"$52,365.60",30,Clothing,"$1,300.03","$1,745.52",New,0.09,Cash,Retail,East-David,"$13,364.70"
1064,02/01/2023,David,South,"$22,822.30",10,Electronics,"$2,242.01","$2,282.23",Returning,0.20,Credit Card,Online,South-David,$402.20
1049,30/10/2023,Alice,East,"$170,031.38",38,Food,"$4,243.98","$4,474.51",New,0.01,Credit Card,Online,East-Alice,"$8,760.14"
1017,16/07/2023,Alice,South,"$21,240.72",18,Furniture,"$1,069.73","$1,180.04",Returning,0.22,Bank Transfer,Online,South-Alice,"$1,985.58"
